OrderID,BuyerID,SellerID,Price,Discount,OrderDate,Category
O3045,B2465,S1001,1830.15,0.19,2024-12-01,Grocery
O3046,B2011,S1010,1068.72,0.06,2024-09-14,Beauty
O3047,B2086,S1012,1052.42,0.03,2024-12-03,Grocery
O3048,B2011,S1009,195.46,0.24,2024-11-27,Grocery
O3049,B2396,S1013,166.33,0.17,2024-10-02,Fashion
O3050,B2024,S1017,1147.2,0.19,2025-03-30,Grocery
O3051,B2300,S1008,932.54,0.23,2024-10-24,Electronics
O3052,B2242,S1038,1694.44,0.21,2025-04-11,Home & Kitchen
O3053,B2121,S1027,405.29,0.25,2025-07-11,Fashion
O3054,B2146,S1002,147.45,0.02,2025-04-04,Electronics
O3055,B2054,S1019,953.17,0.22,2025-03-21,Beauty
O3056,B2237,S1005,551.21,0.26,2024-08-09,Fashion
O3057,B2355,S1026,194.27,0.09,2025-03-06,Electronics
O3058,B2172,S1001,1476.74,0.19,2025-03-16,Grocery
O3059,B2391,S1028,312.03,0.09,2024-09-17,Beauty
O3060,B2220,S1037,1255.81,0.29,2025-02-05,Grocery
O3061,B2118,S1002,633.99,0.01,2025-04-22,Electronics
O3062,B2308,S1015,429.64,0.17,2024-10-16,Fashion
O3063,B2182,S1029,821.53,0.05,2024-09-14,Beauty
O3064,B2287,S1039,1622.75,0.21,2025-01-08,Fashion
O3065,B2306,S1001,844.98,0.05,2024-12-07,Grocery
O3066,B2299,S1016,1526.46,0.07,2024-10-25,Beauty
O3067,B2081,S1040,338.42,0.15,2025-07-07,Beauty
O3068,B2453,S1011,1568.27,0.27,2025-03-18,Electronics
O3069,B2401,S1034,550.17,0.06,2025-04-06,Electronics
O3070,B2210,S1042,1387.05,0.04,2025-02-14,Beauty
O3071,B2149,S1000,1174.98,0.23,2024-10-06,Beauty
O3072,B2036,S1044,1865.37,0.15,2025-04-04,Fashion
O3073,B2351,S1014,835.91,0.27,2024-11-15,Beauty
O3074,B2311,S1025,225.71,0.04,2025-06-05,Electronics
O3075,B2360,S1036,136.4,0.19,2025-05-07,Electronics
O3076,B2058,S1020,1671.03,0.07,2025-05-10,Fashion
O3077,B2130,S1048,1097.0,0.05,2024-08-03,Fashion
O3078,B2411,S1030,1572.96,0.21,2024-10-09,Electronics
O3079,B2201,S1024,545.41,0.18,2025-05-28,Home & Kitchen
O3080,B2242,S1022,755.66,0.23,2024-07-25,Beauty
O3081,B2034,S1023,157.2,0.09,2025-05-21,Home & Kitchen
O3082,B2444,S1037,1926.84,0.13,2024-11-12,Grocery
O3083,B2092,S1027,1368.95,0.12,2024-12-15,Fashion
O3084,B2437,S1020,1873.09,0.3,2024-10-24,Fashion
O3085,B2446,S1042,604.44,0.09,2024-08-07,Beauty
O3086,B2206,S1017,1261.78,0.09,2024-10-02,Grocery
O3087,B2352,S1035,1389.15,0.11,2025-07-02,Grocery
O3088,B2390,S1034,703.34,0.17,2025-02-18,Electronics
O3089,B2331,S1044,1711.41,0.08,2025-06-18,Fashion
O3090,B2304,S1008,1899.61,0.27,2025-04-17,Electronics
O3091,B2349,S1037,1781.22,0.08,2024-11-12,Grocery
O3092,B2212,S1029,1504.23,0.27,2024-10-03,Beauty
O3093,B2158,S1043,627.18,0.03,2025-03-24,Fashion
O3094,B2441,S1033,635.07,0.2,2025-01-22,Home & Kitchen
O3095,B2444,S1031,1930.38,0.27,2024-12-13,Beauty
O3096,B2023,S1002,119.54,0.05,2025-06-21,Electronics
O3097,B2403,S1002,1460.49,0.29,2025-07-03,Electronics
O3098,B2292,S1027,1441.87,0.14,2025-03-19,Fashion
O3099,B2003,S1043,1283.11,0.28,2025-01-07,Fashion
O3100,B2219,S1014,1981.21,0.2,2024-09-06,Beauty
O3101,B2363,S1040,692.57,0.09,2024-10-23,Beauty
O3102,B2381,S1022,745.95,0.06,2024-09-05,Beauty
O3103,B2019,S1039,249.98,0.09,2024-10-16,Fashion
O3104,B2443,S1010,941.32,0.03,2025-04-28,Beauty
O3105,B2151,S1047,595.99,0.04,2025-02-16,Grocery
O3106,B2049,S1031,752.43,0.03,2025-02-07,Beauty
O3107,B2176,S1035,1685.69,0.13,2024-10-23,Grocery
O3108,B2434,S1032,1877.42,0.24,2025-04-29,Beauty
O3109,B2095,S1023,452.89,0.04,2025-02-25,Home & Kitchen
O3110,B2104,S1038,807.77,0.04,2024-12-26,Home & Kitchen
O3111,B2419,S1033,1864.4,0.19,2025-06-26,Home & Kitchen
O3112,B2249,S1027,217.44,0.06,2025-02-24,Fashion
O3113,B2116,S1036,275.49,0.03,2024-12-15,Electronics
O3114,B2353,S1006,409.3,0.05,2024-11-30,Electronics
O3115,B2227,S1003,1230.9,0.28,2024-10-06,Grocery
O3116,B2065,S1036,385.9,0.25,2024-09-04,Electronics
O3117,B2334,S1000,1939.35,0.11,2025-01-26,Beauty
O3118,B2417,S1000,948.76,0.2,2025-01-20,Beauty
O3119,B2419,S1046,1052.88,0.16,2024-08-17,Fashion
O3120,B2261,S1019,568.65,0.2,2025-05-02,Beauty
O3121,B2294,S1018,994.82,0.2,2024-07-31,Home & Kitchen
O3122,B2425,S1028,1357.64,0.19,2025-06-12,Beauty
O3123,B2242,S1009,1527.24,0.08,2024-08-24,Grocery
O3124,B2370,S1017,1532.35,0.01,2024-09-10,Grocery
O3125,B2185,S1027,1197.99,0.14,2025-03-13,Fashion
O3126,B2245,S1034,1818.28,0.27,2024-09-13,Electronics
O3127,B2124,S1042,1653.07,0.17,2025-05-16,Beauty
O3128,B2267,S1046,1538.39,0.25,2025-04-03,Fashion
O3129,B2130,S1030,205.65,0.3,2024-12-23,Electronics
O3130,B2236,S1026,113.07,0.05,2025-03-01,Electronics
O3131,B2017,S1010,503.65,0.21,2024-08-06,Beauty
O3132,B2039,S1048,1360.69,0.2,2024-12-09,Fashion
O3133,B2020,S1048,881.28,0.29,2024-12-08,Fashion
O3134,B2398,S1037,864.57,0.3,2025-03-01,Grocery
O3135,B2224,S1004,1780.72,0.21,2025-01-10,Grocery
O3136,B2354,S1007,1801.57,0.07,2025-02-03,Electronics
O3137,B2281,S1033,1827.43,0.24,2024-10-18,Home & Kitchen
O3138,B2007,S1047,696.37,0.03,2025-02-12,Grocery
O3139,B2099,S1011,1413.01,0.23,2025-06-12,Electronics
O3140,B2239,S1037,616.1,0.27,2024-07-17,Grocery
O3141,B2477,S1000,462.16,0.11,2025-04-03,Beauty
O3142,B2086,S1030,450.8,0.19,2025-04-18,Electronics
O3143,B2297,S1003,750.0,0.13,2024-08-26,Grocery
O3144,B2427,S1048,916.92,0.13,2025-04-03,Fashion
O3145,B2013,S1044,1678.8,0.09,2025-06-21,Fashion
O3146,B2333,S1049,327.79,0.23,2025-02-06,Beauty
O3147,B2001,S1004,1496.36,0.28,2025-04-30,Grocery
O3148,B2374,S1029,1109.76,0.28,2024-10-24,Beauty
O3149,B2292,S1023,647.1,0.05,2025-05-07,Home & Kitchen
O3150,B2324,S1002,1036.36,0.26,2025-03-18,Electronics
O3151,B2421,S1010,669.89,0.22,2024-11-22,Beauty
O3152,B2492,S1044,1232.56,0.08,2024-08-25,Fashion
O3153,B2040,S1003,924.3,0.02,2024-11-03,Grocery
O3154,B2317,S1025,412.37,0.08,2024-12-28,Electronics
O3155,B2315,S1026,321.51,0.27,2024-09-12,Electronics
O3156,B2380,S1045,1138.72,0.19,2025-01-05,Home & Kitchen
O3157,B2110,S1042,1814.58,0.22,2024-07-14,Beauty
O3158,B2013,S1026,753.52,0.08,2025-04-19,Electronics
O3159,B2230,S1041,1492.7,0.22,2025-06-18,Home & Kitchen
O3160,B2472,S1049,1351.46,0.01,2025-04-18,Beauty
O3161,B2083,S1005,1869.95,0.11,2024-10-23,Fashion
O3162,B2129,S1014,1659.86,0.19,2025-01-23,Beauty
O3163,B2230,S1029,1176.55,0.04,2025-05-04,Beauty
O3164,B2325,S1041,1348.36,0.25,2024-09-20,Home & Kitchen
O3165,B2144,S1036,1806.93,0.07,2025-01-26,Electronics
O3166,B2378,S1036,859.09,0.2,2025-07-02,Electronics
O3167,B2344,S1041,720.91,0.12,2024-08-23,Home & Kitchen
O3168,B2027,S1036,120.54,0.18,2025-06-16,Electronics
O3169,B2065,S1034,1670.45,0.03,2025-03-12,Electronics
O3170,B2162,S1022,1621.86,0.01,2024-11-05,Beauty
O3171,B2228,S1005,298.46,0.27,2025-06-04,Fashion
O3172,B2260,S1003,1196.03,0.08,2025-03-18,Grocery
O3173,B2448,S1017,981.57,0.25,2025-01-26,Grocery
O3174,B2423,S1008,325.55,0.3,2025-03-06,Electronics
O3175,B2459,S1048,1963.08,0.06,2024-09-28,Fashion
O3176,B2439,S1028,507.92,0.08,2024-09-10,Beauty
O3177,B2163,S1012,227.74,0.2,2024-12-05,Grocery
O3178,B2300,S1046,1230.21,0.29,2025-05-05,Fashion
O3179,B2406,S1016,1503.85,0.27,2024-09-13,Beauty
O3180,B2302,S1044,161.64,0.15,2025-02-07,Fashion
O3181,B2286,S1031,1351.56,0.24,2025-05-11,Beauty
O3182,B2394,S1047,1111.35,0.04,2025-07-06,Grocery
O3183,B2009,S1021,296.2,0.29,2025-02-03,Grocery
O3184,B2194,S1003,427.8,0.29,2025-07-04,Grocery
O3185,B2117,S1004,1179.15,0.05,2024-07-13,Grocery
O3186,B2269,S1036,663.08,0.09,2025-03-02,Electronics
O3187,B2079,S1040,1882.8,0.03,2024-11-15,Beauty
O3188,B2457,S1048,1655.61,0.08,2025-01-18,Fashion
O3189,B2092,S1012,1968.78,0.24,2024-07-20,Grocery
O3190,B2265,S1033,593.37,0.11,2024-08-25,Home & Kitchen
O3191,B2331,S1044,1942.47,0.03,2025-07-08,Fashion
O3192,B2349,S1021,919.34,0.1,2024-11-30,Grocery
O3193,B2360,S1022,760.29,0.29,2025-06-19,Beauty
O3194,B2256,S1002,195.66,0.19,2025-05-31,Electronics
O3195,B2132,S1041,200.25,0.12,2025-05-22,Home & Kitchen
O3196,B2275,S1033,1414.82,0.05,2024-11-09,Home & Kitchen
O3197,B2263,S1031,970.07,0.3,2024-10-13,Beauty
O3198,B2170,S1044,530.39,0.25,2024-08-04,Fashion
O3199,B2459,S1048,1266.54,0.08,2024-10-14,Fashion
O3200,B2000,S1020,580.43,0.02,2025-06-18,Fashion
O3201,B2312,S1045,1197.5,0.02,2025-02-18,Home & Kitchen
O3202,B2063,S1043,782.5,0.04,2024-08-12,Fashion
O3203,B2373,S1020,1664.75,0.17,2024-08-15,Fashion
O3204,B2467,S1043,1659.32,0.28,2025-04-23,Fashion
O3205,B2283,S1010,1006.97,0.15,2025-01-17,Beauty
O3206,B2120,S1038,766.56,0.25,2025-05-25,Home & Kitchen
O3207,B2106,S1003,788.86,0.13,2024-08-08,Grocery
O3208,B2420,S1000,1630.86,0.21,2025-05-04,Beauty
O3209,B2174,S1027,723.54,0.22,2025-02-04,Fashion
O3210,B2484,S1023,497.21,0.05,2025-05-06,Home & Kitchen
O3211,B2203,S1034,260.91,0.11,2024-08-30,Electronics
O3212,B2164,S1012,986.72,0.19,2024-08-31,Grocery
O3213,B2304,S1046,1016.05,0.02,2025-03-26,Fashion
O3214,B2496,S1033,1697.73,0.11,2025-01-13,Home & Kitchen
O3215,B2119,S1010,520.35,0.16,2025-02-11,Beauty
O3216,B2043,S1035,823.88,0.3,2024-09-15,Grocery
O3217,B2311,S1016,1635.97,0.14,2024-10-23,Beauty
O3218,B2155,S1034,1664.88,0.24,2025-02-02,Electronics
O3219,B2366,S1017,830.76,0.13,2025-06-16,Grocery
O3220,B2206,S1039,972.34,0.24,2025-03-05,Fashion
O3221,B2389,S1021,676.24,0.18,2024-12-24,Grocery
O3222,B2107,S1023,1871.85,0.27,2024-10-03,Home & Kitchen
O3223,B2250,S1018,325.42,0.12,2025-07-08,Home & Kitchen
O3224,B2444,S1036,1874.12,0.18,2025-02-07,Electronics
O3225,B2403,S1038,1399.35,0.19,2025-05-02,Home & Kitchen
O3226,B2369,S1020,1109.99,0.13,2025-04-22,Fashion
O3227,B2333,S1007,162.05,0.04,2025-04-06,Electronics
O3228,B2129,S1027,1003.63,0.03,2024-09-29,Fashion
O3229,B2456,S1004,874.72,0.01,2025-04-15,Grocery
O3230,B2292,S1016,406.32,0.26,2024-11-11,Beauty
O3231,B2019,S1036,1347.18,0.07,2024-12-14,Electronics
O3232,B2281,S1035,1945.19,0.06,2025-03-30,Grocery
O3233,B2284,S1018,1168.16,0.22,2025-03-22,Home & Kitchen
O3234,B2000,S1026,1458.03,0.1,2024-12-05,Electronics
O3235,B2118,S1033,230.06,0.15,2024-12-30,Home & Kitchen
O3236,B2034,S1010,893.57,0.05,2025-06-27,Beauty
O3237,B2197,S1044,321.08,0.29,2025-01-30,Fashion
O3238,B2484,S1046,1264.31,0.26,2025-01-04,Fashion
O3239,B2244,S1011,1883.12,0.26,2024-08-28,Electronics
O3240,B2058,S1020,1357.38,0.12,2024-10-17,Fashion
O3241,B2324,S1010,245.93,0.23,2024-10-08,Beauty
O3242,B2160,S1038,773.87,0.04,2024-08-06,Home & Kitchen
O3243,B2496,S1027,1146.26,0.0,2024-11-21,Fashion
O3244,B2178,S1004,866.09,0.01,2024-07-21,Grocery
O3245,B2205,S1016,1683.92,0.18,2025-02-26,Beauty
O3246,B2011,S1019,1647.87,0.14,2025-02-13,Beauty
O3247,B2489,S1040,1262.48,0.16,2024-10-10,Beauty
O3248,B2275,S1045,809.57,0.0,2025-02-26,Home & Kitchen
O3249,B2180,S1011,585.14,0.13,2024-10-06,Electronics
O3250,B2241,S1005,301.16,0.22,2024-07-15,Fashion
O3251,B2215,S1016,774.31,0.13,2024-08-09,Beauty
O3252,B2250,S1018,885.03,0.22,2025-04-13,Home & Kitchen
O3253,B2298,S1025,1384.06,0.07,2025-03-15,Electronics
O3254,B2125,S1047,1350.5,0.24,2024-08-04,Grocery
O3255,B2481,S1043,233.21,0.18,2024-10-09,Fashion
O3256,B2216,S1043,850.99,0.06,2024-08-08,Fashion
O3257,B2305,S1031,445.38,0.07,2025-06-29,Beauty
O3258,B2284,S1005,397.94,0.19,2024-07-25,Fashion
O3259,B2184,S1035,1671.87,0.25,2025-06-11,Grocery
O3260,B2038,S1037,179.64,0.12,2024-11-18,Grocery
O3261,B2222,S1010,896.45,0.08,2024-08-09,Beauty
O3262,B2183,S1032,419.59,0.26,2025-01-28,Beauty
O3263,B2494,S1023,1770.73,0.2,2024-10-13,Home & Kitchen
O3264,B2426,S1022,1158.38,0.13,2024-10-29,Beauty
O3265,B2177,S1014,539.62,0.15,2025-03-29,Beauty
O3266,B2406,S1026,1054.61,0.06,2025-01-17,Electronics
O3267,B2427,S1010,1489.82,0.19,2024-10-04,Beauty
O3268,B2293,S1049,1920.42,0.11,2025-02-07,Beauty
O3269,B2339,S1016,518.85,0.3,2024-09-02,Beauty
O3270,B2150,S1013,1783.75,0.14,2025-04-19,Fashion
O3271,B2383,S1026,1875.18,0.15,2025-07-11,Electronics
O3272,B2125,S1017,1841.2,0.17,2025-06-20,Grocery
O3273,B2300,S1027,1307.29,0.28,2025-02-19,Fashion
O3274,B2307,S1046,1296.66,0.24,2025-02-21,Fashion
O3275,B2335,S1046,866.1,0.14,2025-01-12,Fashion
O3276,B2433,S1003,1529.56,0.22,2024-10-15,Grocery
O3277,B2233,S1006,1109.46,0.18,2025-05-13,Electronics
O3278,B2379,S1044,1387.13,0.15,2025-01-12,Fashion
O3279,B2374,S1034,914.07,0.06,2025-05-22,Electronics
O3280,B2007,S1047,1489.84,0.14,2024-12-18,Grocery
O3281,B2497,S1008,1666.5,0.07,2024-09-24,Electronics
O3282,B2340,S1007,378.23,0.27,2024-08-18,Electronics
O3283,B2128,S1044,1682.57,0.1,2024-08-19,Fashion
O3284,B2263,S1016,1126.56,0.29,2025-03-25,Beauty
O3285,B2156,S1016,1704.87,0.16,2024-12-27,Beauty
O3286,B2351,S1048,919.47,0.19,2024-11-27,Fashion
O3287,B2357,S1032,820.18,0.16,2024-12-24,Beauty
O3288,B2004,S1031,1838.62,0.04,2024-12-19,Beauty
O3289,B2494,S1007,577.22,0.11,2025-01-10,Electronics
O3290,B2085,S1018,1704.0,0.03,2025-06-13,Home & Kitchen
O3291,B2174,S1037,1019.64,0.19,2025-04-22,Grocery
O3292,B2289,S1002,1076.78,0.13,2024-08-03,Electronics
O3293,B2192,S1004,686.09,0.23,2025-03-31,Grocery
O3294,B2310,S1012,1188.78,0.07,2025-03-23,Grocery
O3295,B2118,S1046,717.9,0.05,2025-03-20,Fashion
O3296,B2217,S1045,174.61,0.12,2024-08-20,Home & Kitchen
O3297,B2426,S1030,616.8,0.28,2024-08-05,Electronics
O3298,B2457,S1015,112.12,0.21,2024-12-16,Fashion
O3299,B2413,S1049,1958.87,0.13,2025-04-21,Beauty
O3300,B2113,S1031,1934.92,0.16,2024-11-21,Beauty
O3301,B2465,S1021,850.8,0.03,2025-05-19,Grocery
O3302,B2144,S1028,1483.9,0.3,2025-06-12,Beauty
O3303,B2025,S1021,757.03,0.2,2024-08-24,Grocery
O3304,B2135,S1042,1375.08,0.09,2024-10-17,Beauty
O3305,B2302,S1002,1630.32,0.18,2024-09-25,Electronics
O3306,B2231,S1009,1898.84,0.03,2024-09-24,Grocery
O3307,B2368,S1041,860.4,0.29,2025-02-06,Home & Kitchen
O3308,B2075,S1020,1588.27,0.05,2025-01-03,Fashion
O3309,B2474,S1015,605.26,0.19,2024-09-05,Fashion
O3310,B2327,S1011,1981.63,0.07,2024-12-23,Electronics
O3311,B2344,S1001,148.96,0.22,2024-09-22,Grocery
O3312,B2301,S1040,1246.7,0.23,2024-10-29,Beauty
O3313,B2451,S1023,1353.06,0.2,2025-01-08,Home & Kitchen
O3314,B2288,S1034,1407.29,0.18,2024-10-18,Electronics
O3315,B2000,S1029,328.74,0.27,2025-06-17,Beauty
O3316,B2146,S1029,1883.21,0.02,2025-07-06,Beauty
O3317,B2286,S1046,444.25,0.1,2024-08-11,Fashion
O3318,B2463,S1034,1283.23,0.07,2025-01-01,Electronics
O3319,B2141,S1018,523.08,0.3,2025-05-22,Home & Kitchen
O3320,B2052,S1049,683.71,0.12,2025-06-12,Beauty
O3321,B2303,S1007,1138.27,0.22,2025-06-10,Electronics
O3322,B2068,S1025,892.67,0.21,2025-02-11,Electronics
O3323,B2360,S1048,404.43,0.06,2024-08-20,Fashion
O3324,B2089,S1039,424.78,0.07,2024-08-01,Fashion
O3325,B2445,S1006,894.48,0.08,2025-03-23,Electronics
O3326,B2219,S1029,1538.84,0.12,2025-02-07,Beauty
O3327,B2449,S1006,1806.13,0.07,2025-06-02,Electronics
O3328,B2497,S1002,259.84,0.01,2024-07-18,Electronics
O3329,B2191,S1000,846.9,0.26,2024-08-18,Beauty
O3330,B2453,S1035,290.47,0.29,2025-07-07,Grocery
O3331,B2062,S1024,131.53,0.1,2025-05-01,Home & Kitchen
O3332,B2072,S1036,1357.27,0.1,2025-06-07,Electronics
O3333,B2160,S1000,1244.65,0.0,2024-10-12,Beauty
O3334,B2168,S1014,409.74,0.2,2024-09-15,Beauty
O3335,B2088,S1036,544.24,0.25,2024-12-17,Electronics
O3336,B2175,S1012,145.04,0.04,2025-01-17,Grocery
O3337,B2268,S1039,1686.4,0.05,2025-01-15,Fashion
O3338,B2072,S1007,1951.91,0.24,2024-10-04,Electronics
O3339,B2244,S1004,357.37,0.18,2025-06-13,Grocery
O3340,B2076,S1008,539.8,0.01,2024-12-15,Electronics
O3341,B2158,S1000,1749.98,0.19,2025-06-28,Beauty
O3342,B2488,S1035,1860.28,0.09,2024-08-04,Grocery
O3343,B2458,S1034,897.29,0.11,2024-09-14,Electronics
O3344,B2323,S1001,196.18,0.23,2024-12-07,Grocery
O3345,B2097,S1039,174.84,0.24,2024-07-13,Fashion
O3346,B2380,S1022,1190.5,0.12,2024-12-11,Beauty
O3347,B2101,S1008,846.5,0.28,2024-10-23,Electronics
O3348,B2493,S1033,154.44,0.12,2025-07-07,Home & Kitchen
O3349,B2131,S1045,1208.18,0.23,2025-05-13,Home & Kitchen
O3350,B2101,S1013,121.47,0.15,2025-05-13,Fashion
O3351,B2018,S1003,1596.01,0.27,2025-01-05,Grocery
O3352,B2453,S1029,682.22,0.27,2024-10-31,Beauty
O3353,B2481,S1030,176.49,0.03,2024-12-24,Electronics
O3354,B2081,S1037,1217.87,0.28,2025-04-09,Grocery
O3355,B2396,S1010,855.6,0.25,2025-04-22,Beauty
O3356,B2488,S1034,1950.22,0.24,2025-05-13,Electronics
O3357,B2278,S1007,1133.98,0.06,2025-02-13,Electronics
O3358,B2338,S1002,622.95,0.24,2025-03-27,Electronics
O3359,B2364,S1013,1447.93,0.26,2025-04-18,Fashion
O3360,B2330,S1012,615.83,0.09,2025-01-18,Grocery
O3361,B2128,S1044,1818.06,0.29,2024-09-11,Fashion
O3362,B2343,S1031,811.97,0.01,2024-09-24,Beauty
O3363,B2309,S1033,1144.75,0.04,2024-11-05,Home & Kitchen
O3364,B2454,S1044,196.09,0.16,2024-10-05,Fashion
O3365,B2088,S1018,909.63,0.17,2024-08-04,Home & Kitchen
O3366,B2212,S1037,1681.49,0.19,2025-02-22,Grocery
O3367,B2142,S1015,1630.73,0.01,2025-04-24,Fashion
O3368,B2064,S1001,526.21,0.29,2025-02-08,Grocery
O3369,B2075,S1039,529.55,0.01,2024-08-05,Fashion
O3370,B2198,S1016,1652.88,0.04,2025-04-29,Beauty
O3371,B2142,S1033,1867.76,0.0,2024-11-11,Home & Kitchen
O3372,B2404,S1041,281.19,0.17,2024-08-04,Home & Kitchen
O3373,B2402,S1015,955.11,0.28,2024-08-01,Fashion
O3374,B2315,S1037,741.16,0.2,2025-02-24,Grocery
O3375,B2092,S1001,1754.31,0.25,2025-01-14,Grocery
O3376,B2472,S1001,258.7,0.0,2025-01-24,Grocery
O3377,B2416,S1025,501.14,0.16,2025-07-05,Electronics
O3378,B2304,S1012,1529.69,0.14,2025-06-09,Grocery
O3379,B2223,S1046,197.46,0.15,2025-02-04,Fashion
O3380,B2496,S1030,1035.82,0.02,2024-09-12,Electronics
O3381,B2290,S1033,940.0,0.21,2024-08-04,Home & Kitchen
O3382,B2427,S1038,735.36,0.15,2025-01-26,Home & Kitchen
O3383,B2101,S1002,849.69,0.23,2024-08-13,Electronics
O3384,B2473,S1007,1106.89,0.15,2025-06-08,Electronics
O3385,B2266,S1022,406.6,0.04,2024-09-23,Beauty
O3386,B2354,S1013,1186.79,0.19,2024-08-08,Fashion
O3387,B2455,S1026,1630.32,0.05,2025-03-01,Electronics
O3388,B2109,S1028,1544.31,0.26,2024-08-08,Beauty
O3389,B2461,S1038,392.41,0.18,2025-04-01,Home & Kitchen
O3390,B2329,S1038,383.57,0.05,2025-06-12,Home & Kitchen
O3391,B2449,S1000,609.53,0.29,2024-10-12,Beauty
O3392,B2429,S1016,786.04,0.16,2024-12-16,Beauty
O3393,B2264,S1040,876.07,0.02,2024-08-28,Beauty
O3394,B2002,S1029,1391.42,0.19,2025-07-13,Beauty
O3395,B2084,S1012,207.69,0.08,2025-06-23,Grocery
O3396,B2281,S1020,165.88,0.24,2025-02-19,Fashion
O3397,B2327,S1018,844.63,0.25,2024-10-16,Home & Kitchen
O3398,B2303,S1018,1424.61,0.29,2025-02-22,Home & Kitchen
O3399,B2449,S1024,467.53,0.15,2025-02-28,Home & Kitchen
O3400,B2453,S1021,1318.86,0.14,2024-07-28,Grocery
O3401,B2411,S1030,593.67,0.23,2025-03-10,Electronics
O3402,B2116,S1016,1783.56,0.04,2024-08-13,Beauty
O3403,B2220,S1022,1801.81,0.16,2024-12-22,Beauty
O3404,B2153,S1031,664.85,0.16,2025-03-25,Beauty
O3405,B2152,S1009,536.99,0.03,2025-02-24,Grocery
O3406,B2011,S1009,881.48,0.13,2025-02-17,Grocery
O3407,B2132,S1035,557.01,0.26,2025-02-01,Grocery
O3408,B2481,S1007,1377.53,0.26,2024-11-12,Electronics
O3409,B2303,S1019,1669.52,0.03,2025-07-11,Beauty
O3410,B2292,S1031,1378.88,0.03,2024-10-22,Beauty
O3411,B2462,S1049,1666.27,0.08,2024-09-30,Beauty
O3412,B2299,S1013,854.29,0.26,2025-03-30,Fashion
O3413,B2227,S1049,397.0,0.04,2025-04-17,Beauty
O3414,B2270,S1027,1502.11,0.22,2024-11-12,Fashion
O3415,B2042,S1045,784.9,0.03,2024-10-13,Home & Kitchen
O3416,B2431,S1023,1375.41,0.19,2024-10-24,Home & Kitchen
O3417,B2342,S1014,614.22,0.11,2024-12-13,Beauty
O3418,B2325,S1021,254.34,0.24,2024-09-01,Grocery
O3419,B2301,S1029,1985.91,0.07,2025-03-30,Beauty
O3420,B2497,S1003,396.78,0.19,2025-03-20,Grocery
O3421,B2363,S1012,1978.0,0.07,2024-11-06,Grocery
